;href;Название;УК;Объект;Специализация;География;Валюта;Пайщики;Взнос;пВзнос;Вознаграждение;Депозитарию;Прочие;Пай;6месП;1годП;3годаП;5летП;СЧА;6месС;1годС;3годаС;5летС;кШарпа;кСортино;Волатильность;VaR;alpha;beta;R2
93;https://investfunds.ru/funds/3495/;Система Капитал - Российские акции ;Система Капитал;акции;Широкий рынок;Россия;RUB;2923;100;100.0;1.25;0.2;0.3;91.07;35.24;42.1;-16.61;1.25;99013812.42;19.18;29.26;71.88;369.62;0.027;0.021;5.0;-7.6;-0.743;0.907;80.83
94;https://investfunds.ru/funds/7647/;Ингосстрах Инфляционный ;Ингосстрах - Инвестиции;облигации;Государственные;Россия;RUB;1083;100;;0.15;0.15;0.1;122.46;4.49;6.96;;;649645461.8;17.34;19.94;;;;;;;;;
95;https://investfunds.ru/funds/6751/;БКС Облигации повышенной доходности ;Брокеркредитсервис;облигации;Высокодоходные;Россия;RUB;19615;1000;;0.99;0.16;0.2;11.63;7.49;16.88;;;363822715.14;39.04;48.11;;;;;;;;;
96;https://investfunds.ru/funds/6469/;Первая - Фонд Ответственные инвестиции ;Первая;акции;Ответственные инвестиции и устойчив;Россия;RUB;19799;1000000;;0.7;0.15;0.15;11.93;26.11;26.51;;;1207979637.78;26.09;26.42;;;;;;;;;
97;https://investfunds.ru/funds/7589/;Альфа-Капитал Золото ;Альфа-Капитал;драгметаллы;Золото;;RUB;25161;100;;0.69;0.15;0.2;128.7631;35.87;56.96;;;3197311321.93;35.22;952.77;;;;;;;;;
98;https://investfunds.ru/funds/4995/;Первая - Накопительный ;Первая;денежный;;Россия;RUB;104138;1000;1000.0;1.0;0.3;0.5;1381.25;3.51;7.25;19.14;34.15;909327206.73;104.64;180.15;-93.62;167.84;0.215;0.267;0.23;0.03;-3.933;0.002;0.17
99;https://investfunds.ru/funds/7007/;Первая - Фонд Консервативный смарт ;Первая;смешанный;;Россия;RUB;11945;1000000;;0.85;0.15;0.07;11.72;3.44;7.13;;;140610340.58;24.09;28.54;;;;;;;;;
100;https://investfunds.ru/funds/543/;Альфа-Капитал Баланс ;Альфа-Капитал;смешанный;;Россия;RUB;77331;100;100.0;2.8;0.2;0.1;3093.3;23.4;34.24;22.14;50.25;33788965272.57;17.88;16.5;112.9;1328.2;0.01;0.008;6.64;-10.18;-0.741;0.768;91.72
101;https://investfunds.ru/funds/2237/;Система Капитал - Резервный ;Система Капитал;облигации;Корпоративные;Россия;RUB;2;400000;200000.0;1.1;0.2;0.3;124.35;5.45;10.33;15.76;40.14;9828690660.43;12.86;18.07;29.32;72.82;0.073;0.072;1.09;-1.35;-3.551;0.107;23.82
102;https://investfunds.ru/funds/117/;Фонд Профессиональный ;Брокеркредитсервис;смешанный;;Россия;RUB;3589;1000;;4.0;0.7;2.0;149.09;15.57;20.68;20.24;36.47;1103322137.53;-1.77;-7.58;-15.0;174.72;0.15;0.134;3.58;-4.93;-1.091;0.698;93.07
103;https://investfunds.ru/funds/54/;Казначейский ;ВИМ Инвестиции;облигации;Все секторы;Россия;RUB;37909;5000;1000.0;1.0;0.22;0.11;76.29;4.72;4.31;7.78;29.2;30853476377.01;-18.98;-31.99;-40.47;73.37;-0.066;-0.054;3.14;-4.9;-3.933;0.209;30.15
104;https://investfunds.ru/funds/7399/;Райффайзен - Тактическая Стратегия Биржевых фондов ;Райффайзен Капитал;смешанный;;Глобальный;EUR;673;10000;;0.33;0.1;0.01;9.2;3.25;2.0;;;11632638.83;-17.14;4.71;;;;;;;;;
105;https://investfunds.ru/funds/6333/;Тинькофф Индекс МосБиржи ;Тинькофф Капитал;акции;Высокая капитализация;Россия;RUB;381299;1000;1000.0;0.7;0.05;0.04;5.5579;34.9;42.16;;;5859709037.33;63.52;87.34;;;;;;;;;
106;https://investfunds.ru/funds/7547/;Система Капитал – Неоновый ;Система Капитал;облигации;Все секторы;Глобальный;RUB;16;50;50.0;0.9;0.2;0.3;59.56;17.78;;;;217490141.91;30.26;;;;;;;;;;
107;https://investfunds.ru/funds/291/;МКБ Облигации ;МКБ Инвестиции;облигации;Все секторы;Россия;RUB;1763;1000;;1.5;0.3;0.2;6524.57;6.58;14.05;14.18;42.57;663969466.77;-16.13;-40.19;166.88;2601.09;-0.046;-0.046;1.09;-1.47;-3.775;0.079;12.92
108;https://investfunds.ru/funds/3601/;РСХБ - Лучшие отрасли ;РСХБ Управление Активами;акции;Широкий рынок;Россия;RUB;5082;5000;1000.0;3.0;0.65;0.7;2957.84;33.31;34.07;16.62;28.63;1008934486.84;40.14;50.98;88.63;3.47;0.118;0.098;4.91;-7.01;-0.431;0.869;76.99
109;https://investfunds.ru/funds/7415/;Тинькофф Индекс акций компаний Еврозоны ;Тинькофф Капитал;акции;Широкий рынок;;EUR;19872;1000;1000.0;0.6;0.04;0.05;0.0953;9.04;20.48;;;3819818.74;-21.57;-32.0;;;;;;;;;
110;https://investfunds.ru/funds/43/;Первая - Фонд российских акций ;Первая;акции;Широкий рынок;Россия;RUB;104808;1000;1000.0;3.2;0.15;0.5;13824.57;35.9;46.46;7.72;35.03;23456280274.17;25.92;24.74;116.86;852.21;0.132;0.119;5.11;-7.24;0.114;1.002;94.57
111;https://investfunds.ru/funds/1044/;Облигации. Ответственные инвестиции ;ВИМ Инвестиции;облигации;Корпоративные;Россия;RUB;710;1000;1000.0;1.0;0.2;0.2;2475.06;3.12;3.55;7.17;26.61;219250176.72;-8.66;-16.32;2.28;114.05;-0.077;-0.057;2.54;-3.91;-4.185;0.158;26.5
112;https://investfunds.ru/funds/7401/;Тинькофф Полупроводники ;Тинькофф Капитал;акции;Технологии;Глобальный;USD;43662;1000;1000.0;0.6;0.04;0.05;0.0961;38.47;39.28;;;5930709.24;1.53;-15.92;;;;;;;;;
113;https://investfunds.ru/funds/8003/;ДОХОДЪ Сбондс Корпоративные облигации РФ ;ДОХОДЪ;облигации;Корпоративные;Россия;RUB;1318;1000;;0.31;0.08;0.01;1123.31;6.11;;;;365671970.52;159.09;;;;;;;;;;
114;https://investfunds.ru/funds/7193/;Открытие – Облигации РФ ;ОТКРЫТИЕ;облигации;Государственные;Россия;RUB;1299;1000;;0.57;0.07;0.1;99.38;0.94;-1.34;;;51727220.19;-8.06;-17.44;;;;;;;;;
115;https://investfunds.ru/funds/1045/;Акции. Ответственные инвестиции ;ВИМ Инвестиции;акции;Ответственные инвестиции и устойчив;Россия;RUB;1769;1000;1000.0;3.2;0.2;0.1;2228.46;30.37;31.4;12.6;36.98;612006911.37;25.39;16.18;329.19;360.32;-0.014;-0.01;9.12;-14.24;0.707;1.061;92.86
116;https://investfunds.ru/funds/6227/;РСХБ - Индекс МосБиржи - РСПП Вектор устойчивого развития, полной доходности, брутто ;РСХБ Управление Активами;акции;Широкий рынок;Россия;RUB;3991;1000;1000.0;0.8;0.3;0.45;1207.15;26.18;29.07;18.54;;90125591.63;-9.99;-7.93;-11.5;;;;;;;;
117;https://investfunds.ru/funds/6701/;БКС Мировые ресурсы ;Брокеркредитсервис;акции;Промышленность;Глобальный;USD;3095;10000;5000.0;2.5;0.18;1.5;15.87;-0.13;;;;10001136.93;-24.55;;;;;;;;;;
118;https://investfunds.ru/funds/7497/;Альфа-Капитал Видеоигры ;Альфа-Капитал;акции;Технологии;США;RUB;6298;75;75.0;1.2;0.15;0.2;72.0434;79.96;102.64;;;82164289.26;77.58;67.06;;;;;;;;;
119;https://investfunds.ru/funds/1187/;Энергетическая перспектива ;Брокеркредитсервис;акции;Энергетика;Россия;RUB;745;1000;;4.0;0.7;2.0;290.93;30.54;26.93;-13.39;12.4;164574607.1;21.64;11.72;-47.82;-49.09;0.017;0.018;4.97;-7.6;-1.6;0.663;43.77
120;https://investfunds.ru/funds/33/;Альфа-Капитал Облигации плюс ;Альфа-Капитал;облигации;Все секторы;Россия;RUB;50076;100;100.0;1.5;0.2;0.1;5276.62;6.44;7.38;12.31;33.57;21558432411.87;5.9;17.42;-14.27;-14.5;-0.032;-0.026;3.13;-4.76;-4.064;0.16;17.86
121;https://investfunds.ru/funds/3969/;ТРИНФИКО ЭКОФИНАНС ;УК ТРИНФИКО;облигации;Государственные;Россия;RUB;2;50000;50000.0;3.0;1.0;4.0;970.1;2.64;;3.52;-0.83;135496643.22;5345.45;;13670.54;13091.45;-0.214;-0.198;1.64;-2.67;-4.152;0.044;3.65
122;https://investfunds.ru/funds/3131/;РСХБ - Фонд Акций ;РСХБ Управление Активами;акции;Широкий рынок;Россия;RUB;8666;5000;1000.0;3.0;0.65;0.7;3703.35;28.53;30.33;11.16;40.34;4002838174.31;24.55;22.81;62.83;1141.38;0.162;0.139;4.78;-6.62;-0.04;0.93;92.72
123;https://investfunds.ru/funds/7149/;БКС Восток-Запад ;Брокеркредитсервис;акции;Широкий рынок;Глобальный;USD;2441;10000;5000.0;3.5;0.18;1.5;9.18;-6.04;;;;5275855.5;-6.68;;;;;;;;;;
124;https://investfunds.ru/funds/6441/;Мой капитал Облигации ;Альфа-Капитал;облигации;Все секторы;Россия;RUB;457;1000;1000.0;1.5;0.2;0.5;1156.69;3.66;7.26;;;152026081.42;7.32;17.9;;;;;;;;;
125;https://investfunds.ru/funds/1025/;Райффайзен - Сырьевой сектор ;Райффайзен Капитал;акции;Нефтегазовая промышленность;Глобальный;RUB;11535;1000;1000.0;3.9;0.62;0.6;64723.6;15.01;47.16;101.98;134.83;8776751216.35;0.05;19.25;367.06;1279.89;0.155;0.15;9.36;-13.07;-0.707;0.45;15.86
126;https://investfunds.ru/funds/893/;Апрель Капитал - Акции несырьевых компаний ;Апрель Капитал;акции;Широкий рынок;Россия;RUB;59;1000;1000.0;3.54;0.9;1.0;96.99;36.26;50.75;6.03;17.95;15033567.52;37.08;54.47;16.56;-3.22;-0.012;-0.01;12.04;-18.66;1.822;1.209;69.03
127;https://investfunds.ru/funds/7163/;Райффайзен - Фонд денежного рынка ;Райффайзен Капитал;денежный;;Россия;RUB;1427;10000;;0.2;0.2;1.0;114.5;1.4;4.9;;;315848753.61;60.83;131.63;;;;;;;;;
128;https://investfunds.ru/funds/8293/;Первая - Фонд Доступное золото ;Первая;драгметаллы;Золото;Россия;RUB;9126;1000000;;0.35;0.1;0.14;16.527;36.32;;;;582036497.98;170.85;;;;;;;;;;
129;https://investfunds.ru/funds/7407/;Тинькофф Индекс лидеров устойчивого развития ;Тинькофф Капитал;акции;Широкий рынок;;USD;16120;1000;1000.0;0.6;0.04;0.05;0.0942;13.91;22.18;;;1458989.2;-14.72;-28.45;;;;;;;;;
130;https://investfunds.ru/funds/7535/;Райффайзен - Сбалансированная Стратегия Биржевых фондов ;Райффайзен Капитал;смешанный;;Развитые рынки;USD;725;10000;10000.0;0.33;0.1;0.01;8.66;4.09;3.59;;;16940166.57;-4.71;31.38;;;;;;;;;
131;https://investfunds.ru/funds/268/;Индекс Мосбиржи ;ВИМ Инвестиции;акции;Высокая капитализация;Россия;RUB;10101;1000;1000.0;0.72;0.18;0.1;8111.02;37.51;45.17;20.56;62.44;4063718918.54;30.13;33.52;144.1;478.44;-0.001;-0.001;10.23;-15.81;1.588;1.19;92.71
132;https://investfunds.ru/funds/316/;БКС Российские Акции ;Брокеркредитсервис;акции;Высокая капитализация;Россия;RUB;16633;10000;1000.0;3.9;0.3;3.0;423.73;31.75;43.38;35.87;74.84;3345599435.58;35.99;51.78;414.36;2426.95;0.044;0.034;8.62;-12.97;0.952;1.02;95.98
133;https://investfunds.ru/funds/2113/;Райффайзен - Европа ;Райффайзен Капитал;акции;Широкий рынок;Европа;RUB;1644;1000;1000.0;2.4;0.52;0.6;21604.8;44.8;77.41;41.0;43.23;443988531.97;27.39;49.76;154.08;47.58;0.196;0.247;3.96;-5.31;-3.145;-0.001;0.0
134;https://investfunds.ru/funds/6625/;ДОХОДЪ Индекс дивидендных акций РФ ;ДОХОДЪ;акции;Дивидендные акции;Россия;RUB;27105;1000;;0.5;0.4;0.09;1051.32;37.22;36.4;;;758920145.73;39.8;43.37;;;;;;;;;
135;https://investfunds.ru/funds/1022/;Райффайзен - Индустриальный ;Райффайзен Капитал;акции;Металлургия;Глобальный;RUB;2691;1000;1000.0;3.9;0.78;0.6;11676.35;27.39;34.4;34.13;69.71;773274457.8;20.51;17.73;219.91;261.65;0.035;0.029;8.45;-12.8;-1.496;0.539;27.85
136;https://investfunds.ru/funds/7283/;Райффайзен - Американские акции ;Райффайзен Капитал;акции;Широкий рынок;США;USD;1960;10000;10000.0;0.38;0.1;0.01;1.23;4.24;3.36;;;1594937.2;3.85;77.55;;;;;;;;;
137;https://investfunds.ru/funds/262/;ДОХОДЪ. Дивидендные акции. Россия ;ДОХОДЪ;акции;Дивидендные акции;Россия;RUB;151;1000;1000.0;0.8;0.2;0.5;3128.73;36.75;35.94;25.61;53.23;13159308.73;124.36;157.61;160.22;104.59;0.019;0.016;8.24;-12.6;0.264;0.93;87.3
138;https://investfunds.ru/funds/7373/;Первая - Фонд Сберегательный ;Первая;денежный;;Россия;RUB;10588;1000000;1000000.0;0.2;0.1;0.2;11.62;3.57;7.2;;;1247792768.74;55.64;192.02;;;;;;;;;
139;https://investfunds.ru/funds/7049/;БСПБ – Корпоративные облигации 1000 ;А-Капитал;облигации;Все секторы;Россия;RUB;472;1000000;;0.6;0.2;0.5;1167.11;4.8;10.88;;;143899410.68;-13.88;-30.1;;;;;;;;;
140;https://investfunds.ru/funds/6423/;Денежный рынок. Рубли ;ВИМ Инвестиции;денежный;;Россия;RUB;684;1000;1000.0;0.3;0.15;1.0;1191.5;3.45;7.07;;;1155710037.65;186.62;369.1;;;;;;;;;
141;https://investfunds.ru/funds/6197/;Райффайзен - Индекс МосБиржи полной доходности 15 ;Райффайзен Капитал;акции;Высокая капитализация;Россия;RUB;8463;10000;10000.0;0.39;0.1;0.01;1174.85;33.07;40.75;13.89;;1375962098.96;93.25;147.9;2856.62;;;;;;;;
142;https://investfunds.ru/funds/7135/;Райффайзен - Высокодоходные облигации ;Райффайзен Капитал;облигации;Высокодоходные;Россия;RUB;3639;10000;;0.34;0.1;0.01;116.19;5.38;12.78;;;523069128.39;119.03;402.18;;;;;;;;;
143;https://investfunds.ru/funds/781/;ДОХОДЪ. Российские акции. Первый эшелон ;ДОХОДЪ;акции;Высокая капитализация;Россия;RUB;80;1000;1000.0;0.69;0.2;0.5;2491.13;46.18;52.06;39.95;85.56;16393255.44;78.67;79.3;71.01;431.85;0.034;0.027;10.17;-15.39;1.832;1.174;91.24
144;https://investfunds.ru/funds/4543/;ТРИНФИКО Капиталист ;УК ТРИНФИКО;смешанный;;Россия;RUB;8;50000;50000.0;2.0;1.0;6.0;1231.82;31.41;30.8;10.96;24.62;39507770.13;277.02;369.99;5417.7;1626.64;-0.067;-0.051;6.86;-11.06;-1.285;0.763;84.7
145;https://investfunds.ru/funds/856/;ДОХОДЪ. Перспективные облигации. Россия ;ДОХОДЪ;облигации;Корпоративные;Россия;RUB;93;1000;1000.0;0.34;0.15;0.5;1922.24;5.76;14.01;22.61;45.16;18557454.18;10.55;4.07;-27.12;570.31;0.064;0.066;2.32;-3.2;-4.045;0.117;17.53
146;https://investfunds.ru/funds/55/;Фонд Консервативный ;Брокеркредитсервис;облигации;Все секторы;Россия;RUB;3832;1000;;1.7;0.7;2.0;74.51;4.72;9.53;13.97;33.56;1811978435.04;-9.93;-22.34;-44.65;-53.66;0.056;0.053;1.1;-1.38;-3.545;0.115;26.76
147;https://investfunds.ru/funds/8123/;Первая - Фонд акций с выплатой дохода ;Первая;акции;Широкий рынок;;RUB;9338;50000;;2.5;0.15;0.5;62085.71;28.97;30.63;;;25606680614.99;390.79;2857.49;;;;;;;;;
148;https://investfunds.ru/funds/282/;Райффайзен - Дивидендные акции ;Райффайзен Капитал;акции;Дивидендные акции;Россия;RUB;5133;1000;1000.0;3.9;0.62;0.6;31938.95;31.07;35.01;25.55;48.75;3345254014.61;30.09;18.87;221.33;2421.11;0.021;0.015;8.36;-12.76;0.536;0.98;94.15
149;https://investfunds.ru/funds/1008/;РСХБ - Фонд Компаний малой и средней капитализации ;РСХБ Управление Активами;акции;Средняя капитализация;Россия;RUB;3168;5000;1000.0;3.0;1.0;1.5;32.46;37.78;24.75;36.85;75.18;1191012036.59;38.35;15.92;354.27;473.82;0.031;0.022;7.72;-11.75;0.398;0.931;74.78
150;https://investfunds.ru/funds/1010/;Металлургия ;ВИМ Инвестиции;акции;Металлургия;Россия;RUB;6207;5000;1000.0;3.0;0.18;0.2;17.09;27.06;9.9;11.55;55.08;2017702856.19;27.58;6.91;342.99;716.92;-0.026;-0.02;8.95;-14.1;-0.348;0.872;65.05
151;https://investfunds.ru/funds/3129/;РСХБ - Фонд Облигаций ;РСХБ Управление Активами;облигации;Корпоративные;Россия;RUB;21866;5000;1000.0;1.95;0.65;0.7;2275.88;4.71;9.63;15.72;38.65;7353862641.6;27.23;45.42;18.33;1.5;0.093;0.094;0.94;-1.1;-3.591;0.093;23.89
152;https://investfunds.ru/funds/39/;Апрель Капитал - Акции ;Апрель Капитал;акции;Широкий рынок;Россия;RUB;460;1000;1000.0;3.54;0.5;1.0;996.93;31.2;38.21;46.56;75.69;430230010.45;31.23;32.2;13.03;76.6;0.064;0.044;10.39;-15.4;2.025;1.139;82.24
153;https://investfunds.ru/funds/5713/;Первая - Фонд Корпоративные облигации ;Первая;облигации;Корпоративные;Россия;RUB;37851;1000000;1000000.0;0.6;0.15;0.07;13.1;5.05;10.92;20.49;;23286997412.05;-12.84;-25.66;1195.06;;;;;;;;
154;https://investfunds.ru/funds/8630/;Первая - Фонд Сберегательный в юанях ;Первая;облигации;Все секторы;Россия;CNY;7943;1000000;;0.3;0.1;0.3;0.9965;;;;;16382797.48;;;;;;;;;;;
155;https://investfunds.ru/funds/7121/;Ингосстрах – корпоративные облигации ;Ингосстрах - Инвестиции;облигации;Корпоративные;Россия;RUB;4742;100;;0.15;0.15;0.1;115.32;3.71;9.59;;;2440381809.74;10.15;20.53;;;;;;;;;
156;https://investfunds.ru/funds/7517/;Первая - Фонд Халяльные инвестиции ;Первая;акции;Широкий рынок;Россия;RUB;13536;1000000;1000000.0;0.8;0.1;0.1;7.49;31.4;37.94;;;253502081.49;197.22;211.97;;;;;;;;;
157;https://investfunds.ru/funds/373/;ПРОМСВЯЗЬ - Фонд смешанных инвестиций ;Промсвязь;смешанный;;Россия;RUB;14357;100;100.0;2.95;;1.0;5790.38;22.0;23.9;14.3;40.89;4864622466.2;15.39;8.17;233.07;521.58;0.136;0.123;3.27;-4.52;-1.634;0.564;73.02
158;https://investfunds.ru/funds/49/;Моя пенсия ;Ингосстрах - Инвестиции;смешанный;;Россия;RUB;208;5000;1000.0;1.2;1.0;1.25;17417.57;17.0;22.62;24.33;70.17;95379359.17;13.77;10.38;5.49;107.64;0.154;0.14;1.82;-2.34;-2.631;0.323;76.94
159;https://investfunds.ru/funds/6223/;Золото. Биржевой ;ВИМ Инвестиции;драгметаллы;Золото;Россия;RUB;145583;1000000;1000000.0;0.22;0.09;0.35;1.440199;33.0;62.76;32.79;;6613085604.1;43.55;62.02;6159.3;;;;;;;;
160;https://investfunds.ru/funds/641/;Первая - Природные ресурсы ;Первая;акции;Добыча природных ресурсов;Россия;RUB;66586;1000;1000.0;3.2;0.15;0.5;2114.11;26.73;27.96;14.56;49.87;16629585604.76;4.68;-4.22;39.76;726.7;0.151;0.145;5.25;-7.35;0.135;0.97;83.66
161;https://investfunds.ru/funds/5433/;Российские облигации ;ВИМ Инвестиции;облигации;Корпоративные;Россия;RUB;64890;1000000;1000000.0;0.52;0.09;0.1;139.69;4.57;10.28;18.92;;2494573840.9;-18.36;-25.45;90.15;;;;;;;;
162;https://investfunds.ru/funds/280/;Райффайзен - Облигации ;Райффайзен Капитал;облигации;Все секторы;Россия;RUB;9221;1000;1000.0;1.8;0.53;0.6;28518.36;2.67;5.88;6.2;20.02;7329812502.4;-13.54;-21.61;-69.74;-66.85;-0.142;-0.133;1.7;-2.59;-4.615;0.083;16.3
163;https://investfunds.ru/funds/1024/;Райффайзен - Потребительский сектор ;Райффайзен Капитал;акции;Потребительский сектор;Россия;RUB;3002;1000;1000.0;3.9;0.62;0.6;15249.07;32.61;44.24;-10.07;-1.16;952181869.28;26.02;61.61;55.2;-21.34;-0.05;-0.043;11.33;-18.06;1.184;1.196;76.31
164;https://investfunds.ru/funds/1188/;Природные ресурсы ;Брокеркредитсервис;акции;Нефтегазовая промышленность;Россия;RUB;2454;1000;;4.0;0.7;2.0;189.86;29.7;23.17;14.49;52.94;435057012.79;29.16;16.6;56.56;178.95;0.256;0.275;4.63;-5.97;0.045;0.834;79.67
165;https://investfunds.ru/funds/8181/;Альфа-Капитал Денежный рынок ;Альфа-Капитал;денежный;;Глобальный;RUB;6288;1000;;0.14;0.1;0.1;106.9304;3.56;;;;7846175767.69;90.58;;;;;;;;;;
166;https://investfunds.ru/funds/281/;Райффайзен - Акции ;Райффайзен Капитал;акции;Широкий рынок;Россия;RUB;17307;1000;1000.0;3.9;0.62;0.6;43214.56;31.07;42.61;16.13;47.83;13621516551.56;54.12;65.57;469.55;1083.63;-0.013;-0.01;9.82;-15.32;1.194;1.144;92.87
167;https://investfunds.ru/funds/6329/;Тинькофф Золото ;Тинькофф Капитал;драгметаллы;Золото;Россия;USD;142347;1000;1000.0;0.45;0.05;0.04;0.0772;2.8;8.27;;;33517214.3;-38.65;-28.65;;;;;;;;;
168;https://investfunds.ru/funds/1003/;Акции ;ВИМ Инвестиции;акции;Широкий рынок;Россия;RUB;20483;5000;1000.0;3.0;0.17;0.1;41.38;34.96;31.87;19.01;57.58;12994922970.19;22.76;11.36;29.36;747.52;0.002;0.001;8.84;-13.66;0.762;1.049;96.58
169;https://investfunds.ru/funds/8021/;Альфа - Капитал Сбалансированный с выплатой дохода ;Альфа-Капитал;смешанный;;Россия;RUB;1280;10000;;2.9;0.21;0.1;1187.95;21.03;26.1;;;4661068585.66;709.28;1814.24;;;;;;;;;
170;https://investfunds.ru/funds/201/;Моё будущее ;Ингосстрах - Инвестиции;смешанный;;Россия;RUB;152;5000;1000.0;2.4;1.0;1.25;3248.79;29.15;29.81;6.55;37.87;72714639.99;29.32;30.15;37.89;159.81;0.151;0.141;3.16;-4.3;-1.538;0.585;84.33
171;https://investfunds.ru/funds/48/;БСПБ - Сбалансированный ;А-Капитал;смешанный;;Россия;RUB;2623;400000;10000.0;2.75;0.75;0.45;2037.58;26.26;36.89;12.83;61.24;371207121.02;24.76;25.0;100.52;117.61;0.157;0.161;3.53;-4.82;-1.733;0.499;49.14
172;https://investfunds.ru/funds/115/;Акции роста ;Брокеркредитсервис;акции;Акции роста;Россия;RUB;29329;1000;;4.0;0.7;2.0;375.48;46.9;52.83;14.73;34.93;5934430312.45;44.19;48.16;3.99;11.22;0.183;0.194;4.34;-5.9;-1.238;0.567;41.8
173;https://investfunds.ru/funds/374/;ПРОМСВЯЗЬ - Акции ;Промсвязь;акции;Широкий рынок;Россия;RUB;10473;100;100.0;3.2;;1.0;9144.8;31.58;32.02;27.4;65.98;3870844832.48;34.82;30.93;365.63;585.04;0.2;0.187;5.66;-7.66;0.691;1.029;81.09
174;https://investfunds.ru/funds/5247/;Первая - Фонд Топ Российских акций ;Первая;акции;Широкий рынок;Россия;RUB;118372;1000000;1000000.0;0.8;;;15.95;35.51;41.53;20.78;;22576816157.25;32.73;50.98;322.12;;;;;;;;
175;https://investfunds.ru/funds/6443/;Мой капитал Акции ;Альфа-Капитал;акции;Широкий рынок;Глобальный;RUB;457;1000;;3.5;0.2;0.5;909.81;26.39;36.12;;;30914042.22;26.21;53.81;;;;;;;;;
176;https://investfunds.ru/funds/5221/;Арикапитал - ИнвестХироуз ;Арикапитал;смешанный;;Россия;RUB;588;100000;10000.0;3.0;0.34;0.5;1798.45;16.64;33.26;54.38;;1341663619.24;100.43;320.88;864.89;;0.181;0.206;3.53;-4.67;-2.898;0.246;33.13
177;https://investfunds.ru/funds/675/;ТФГ - Рублевые облигации ;ТРАНСФИНГРУП;облигации;Корпоративные;Россия;RUB;26;50000;50000.0;0.5;0.25;0.25;428.65;4.27;9.58;15.95;41.98;3678406505.11;4.24;9.66;5.66;30.91;-0.036;-0.029;1.63;-2.37;-3.351;0.168;54.49
178;https://investfunds.ru/funds/6107/;Сканер ;МКБ Инвестиции;облигации;Корпоративные;Россия;RUB;122;1000;1000.0;0.75;0.3;0.2;1355.34;9.07;21.55;35.47;;313727846.45;120.62;211.85;1154.31;;;;;;;;
179;https://investfunds.ru/funds/295/;Финансовая подушка ;Промсвязь;облигации;Корпоративные;Россия;RUB;19351;10;10.0;0.3;;0.6;5060.08;3.65;8.09;13.26;29.6;6310895134.3;38.31;287.72;3124.99;1928.91;0.052;0.045;1.37;-1.8;-3.449;0.14;25.7
180;https://investfunds.ru/funds/113/;Смешанные инвестиции ;ВИМ Инвестиции;смешанный;;Россия;RUB;23393;5000;1000.0;1.8;0.16;0.2;14232.91;24.98;26.51;23.89;;20734918755.85;7.59;-1.45;74.12;;0.018;0.012;6.37;-9.7;-0.857;0.739;92.18
181;https://investfunds.ru/funds/1481/;ГЕРФИН - фонд облигаций ;ГЕРФИН;облигации;Все секторы;Россия;RUB;186;15000;10000.0;2.0;1.0;1.0;2887.43;5.99;13.33;24.35;40.75;175662865.54;0.63;0.99;-5.5;-11.85;0.119;0.119;1.23;-1.51;-3.404;0.131;27.66
182;https://investfunds.ru/funds/186/;Открытие - Акции ;ОТКРЫТИЕ;акции;Широкий рынок;Россия;RUB;17279;1000;100.0;3.9;0.2;0.3;4793.71;32.2;30.84;18.56;49.26;7935092990.48;32.76;35.96;385.78;2042.65;0.199;0.17;4.91;-6.62;0.257;0.956;93.17
183;https://investfunds.ru/funds/3877/;Рублевые облигации ;Первая;облигации;Корпоративные;Россия;RUB;7734;5000000;5000000.0;0.5;0.3;0.5;2017.17;4.1;9.26;15.71;31.8;2150116577.57;-20.27;-39.88;-90.49;-88.7;0.05;0.043;0.56;-0.52;-3.804;0.048;17.93
184;https://investfunds.ru/funds/6435/;РСХБ – Долговой рынок ;РСХБ Управление Активами;облигации;Корпоративные;Россия;RUB;287;1000;1000.0;0.5;0.2;2.7;1373.39;19.37;;;;268790441.25;415.21;;;;;;;;;;
